matrix,threads,nnz,rows,rep,l1miss,l2miss,l1miss_sc,l2miss_sc,l1red,l2red
loc-Gowalla,1,1900654,196591,1,854255,104867,833154.15625,89093.15625,2.4700872397586204,15.041761230892464
Long_Coup_dt0,1,87088992,1470152,1,4693568,4298961,4439619.5,4220125.5,5.410563988846012,1.8338268246676348
Long_Coup_dt6,1,87088992,1470152,1,4693568,4298961,4439619.5,4220125.5,5.410563988846012,1.8338268246676348
lp1,1,1643420,534388,1,161049,143207,160806.3125,129796.3125,0.15069171494389907,9.36454747323804
m14b,1,3358036,214765,1,1516345,178028,1479919.9375,157407.9375,2.4021619420382563,11.582482811692543
M6,1,21003872,3501776,1,11589110,8723030,11585030.5,9011316.5,0.03520115004517172,-3.30488947074583
mac_econ_fwd500,1,1273389,206500,1,81066,79053,79052.109375,59690.109375,2.4842605099548516,24.493555747409964
majorbasis,1,1750416,160000,1,107053,97053,107051.75,82050.75,0.0011676459323886298,15.457791103829866
marine1,1,6226538,400320,1,384140,336462,384066.96875,322338.96875,0.019011623366480972,4.197511531762873
mario002,1,2101242,389874,1,373660,134683,362830.71875,125006.71875,2.8981644409356098,7.184485978185815
matrix_9,1,2121550,103430,1,116929,109447,116927.65625,99447.65625,0.0011492016522847198,9.136242884683911
mawi_201512012345,1,38040320,18571154,1,5134068,4327470,5093467.0,4306849.0,0.7908153923944912,0.4765139908537783
mawi_201512020000,1,74485420,35991342,1,9815437,8613332,9741509.0625,8575936.0625,0.7531802965064113,0.4341634282760725
mawi_201512020030,1,143414960,68863315,1,18493790,16391006,18367641.25,16335708.25,0.6821141042479665,0.33736641912033954
mawi_201512020130,1,270234840,128568730,1,34266819,30574388,34069986.125,30489879.125,0.5744124512987331,0.27640414257842216
mawi_201512020330,1,480047894,226196185,1,62663330,55552321,62216662.03125,55344993.03125,0.712805988366721,0.3732120729033086
mc2depi,1,2100225,525825,1,147749,147749,147747.046875,147747.046875,0.0013219209605479561,0.0013219209605479561
memchip,1,14810202,2707524,1,1228135,1062751,1223908.21875,1053417.21875,0.34416259206031913,0.8782660519726635
mi2010,1,1578090,329885,1,236108,107141,214670.96875,100169.96875,9.079332868856625,6.506408611082593
mip1,1,10352819,66463,1,503345,493221,499097.390625,485288.390625,0.8438763422702124,1.6083275803341706
mixtank_new,1,1995041,29957,1,125831,95393,110160.546875,93517.546875,12.453571158935398,1.9660280366483915
ML_Geer,1,110879972,1504002,1,5573613,5338503,5426774.6875,5338501.6875,2.634526518077233,2.4585543924954244e-05
ML_Laplace,1,27689972,377002,1,1390938,1333314,1338791.4375,1333313.4375,3.749021343870108,4.218811172762005e-05
mn2010,1,1227102,259777,1,150578,82487,129853.40625,57520.40625,13.763361015553402,30.26730727266115
mo2010,1,1656568,343565,1,210650,113323,192440.625,105011.625,8.644374554948968,7.334234886121969
mosfet2,1,1499460,46994,1,82250,73504,78193.1875,70287.1875,4.932294832826748,4.376377476055724
mouse_gene,1,28967291,45101,1,14303881,1360670,14230194.765625,1357841.765625,0.515148541679003,0.20785601027435013
msc10848,1,1229778,10848,1,66152,58340,61044.84375,57645.84375,7.720335364010158,1.189846160438807
msc23052,1,1154814,23052,1,68442,55574,64679.90625,54131.90625,5.496761856754624,2.5949072407960556
msdoor,1,20240935,415863,1,1152585,1024583,1118776.828125,981753.828125,2.933247602129127,4.180156402653568
m_t1,1,9753570,97578,1,480635,466350,471630.59375,457198.59375,1.87343956432636,1.962347217754905
mycielskian13,1,1227742,6143,1,63541,57935,58123.40625,57550.40625,8.526138634897153,0.663836627254682
mycielskian14,1,3695512,12287,1,287997,174377,236912.125,173227.125,17.737988590158928,0.6594189600692751
mycielskian15,1,11111110,24575,1,1361779,524831,1128866.28125,520833.28125,17.103562233666402,0.7617154379219215
mycielskian16,1,33382480,49151,1,5668734,1579744,4950875.75,1564803.75,12.663466834040898,0.9457386766463427
mycielskian17,1,100245742,98303,1,20918762,4756663,19191855.15625,4699019.15625,8.255301359372988,1.211854692039356
mycielskian18,1,300933832,196607,1,70978990,14328170,67470398.375,14106273.375,4.943141097104932,1.5486738711224113
mycielskian19,1,903194710,393215,1,228303676,43160065,222015324.03125,42361828.03125,2.7543805158660697,1.849480460119789
NACA0015,1,6229636,1039183,1,3460322,860984,3457370.1875,922248.1875,0.08530456125181413,-7.115601160997184
nasasrb,1,2677324,54870,1,134179,130646,130644.5625,125499.5625,2.6341212112178507,3.939223167950033
nc2010,1,1416620,288987,1,170154,95751,151859.0625,87072.0625,10.751987905074227,9.064069826946977
nd12k,1,14220946,36000,1,694608,676175,685350.84375,666606.84375,1.3327166185819916,1.4150414093984547
nd24k,1,28715634,72000,1,1405271,1375045,1392201.34375,1346045.34375,0.9300452546163693,2.108996887374595
nd3k,1,3279690,9000,1,159288,154432,155455.46875,153735.46875,2.406038904374466,0.4510277986427684
nd6k,1,6897316,18000,1,336048,325856,330305.6875,323311.6875,1.708777466314336,0.780808854217814
nemeth21,1,1173746,9506,1,55914,55914,55913.34375,55019.34375,0.0011736774332009874,1.6000576778624316
nemeth22,1,1358832,9506,1,64590,64590,64589.25,63695.25,0.001161170459823502,1.385276358569438
nemeth23,1,1506810,9506,1,71526,71526,71525.71875,70631.71875,0.00039321365657243515,1.2502883566814864
nemeth24,1,1506550,9506,1,71514,71514,71513.53125,70619.53125,0.0006554660625891433,1.2507603406326036
nemeth25,1,1511758,9506,1,71759,71759,71757.65625,70863.65625,0.0018725874106383868,1.2477093465628004
nemeth26,1,1511760,9506,1,71759,71759,71757.75,70863.75,0.0017419417773380343,1.2475787009295
net100,1,2033200,29920,1,143171,97813,114617.25,95306.25,19.943808452829135,2.5627984010305376
net125,1,2577200,36720,1,178423,124808,162916.25,120806.25,8.691003962493625,3.2063249150695463
net150,1,3121200,43520,1,212269,151450,195556.25,146306.25,7.873382359176329,3.3963354242324195
net4-1,1,2441727,88343,1,172294,125047,171664.953125,114455.953125,0.36510085957723426,8.46965291050565
net75,1,1489200,23120,1,108211,71340,78101.25,69806.25,27.825036271728383,2.149915895710681
netherlands_osm,1,4882476,2216688,1,661776,569948,653192.0625,561711.0625,1.297106196054254,1.4452085979773595
nlpkkt120,1,96845792,3542400,1,5201118,4982448,5201117.5,4982447.5,9.613317752067921e-06,1.0035227663188858e-05
nlpkkt160,1,229518112,8345600,1,12318623,12315287,12318622.5,11801862.5,4.058895219051675e-06,4.169001501954441
nlpkkt200,1,448225632,16240000,1,27025932,24046738,24048027.5,23040577.5,11.018693083368966,4.184187061047532
nlpkkt240,1,774472352,27993600,1,46703544,41541333,41541332.5,39802592.5,11.053147272935004,4.185567420284756
nlpkkt80,1,28704672,1062400,1,1543513,1478333,1543512.5,1478332.5,3.239363711222387e-05,3.382187910301671e-05
NLR,1,24975952,4163763,1,13677688,10771077,13672328.75,11066586.75,0.039182426152724055,-2.7435487649006687
ns3Da,1,1679599,20414,1,714592,80008,667402.203125,78731.203125,6.603739878839954,1.5958365100989902
nv1,1,2449194,75468,1,142752,122056,128996.96875,114805.96875,9.635613686673391,5.939922043979813
nv2,1,52728362,1453908,1,46050825,2703604,45830067.96875,2698126.96875,0.4793769302721504,0.20258259900488387
nxp1,1,2656177,414604,1,932063,165824,904958.296875,161309.296875,2.9080333759627837,2.7225872762688152
ny2010,1,1709544,350169,1,314236,114983,279077.875,109353.875,11.18844594508586,4.895615003957107
offshore,1,4242673,259789,1,652357,227586,590456.296875,198875.296875,9.488777329744297,12.615320417336742
oh2010,1,1768240,365344,1,250357,121024,220799.25,112551.25,11.806240688297112,7.000884122157588
ohne2,1,11063545,181343,1,647695,551365,579599.671875,518603.671875,10.513486768463553,5.941858501174358
oilpan,1,3597188,73752,1,181407,175535,175540.1875,168618.1875,3.234060703280469,3.9404178653829716
ok2010,1,1274148,269118,1,147555,85740,134206.6875,59725.6875,9.046330181966047,30.340928971308607
olafu,1,1015156,16146,1,49926,49101,49100.4375,47585.4375,1.6535722869847373,3.0866224720474125
opt1,1,1930655,15449,1,93829,91949,91948.453125,90499.453125,2.004227770731863,1.576468341145635
pa2010,1,2058462,421545,1,373936,139838,320824.40625,133112.40625,14.20339142259638,4.809560884738054
packing-500x100x100-b050,1,34976486,2145852,1,2098993,1882601,1980183.78125,1840767.78125,5.660296091983156,2.2220969153846197
para-10,1,5416358,155924,1,494580,278743,459566.78125,253891.78125,7.079384275546929,8.915459311982723
para-4,1,5326228,153226,1,488598,273940,454151.9375,249666.9375,7.049980249612156,8.860722238446375
para-5,1,5416358,155924,1,494580,278743,459566.78125,253891.78125,7.079384275546929,8.915459311982723
para-6,1,5416358,155924,1,494580,278743,459566.78125,253891.78125,7.079384275546929,8.915459311982723
para-7,1,5416358,155924,1,494580,278743,459566.78125,253891.78125,7.079384275546929,8.915459311982723
para-8,1,5416358,155924,1,494580,278743,459566.78125,253891.78125,7.079384275546929,8.915459311982723
para-9,1,5416358,155924,1,494580,278743,459566.78125,253891.78125,7.079384275546929,8.915459311982723
parabolic_fem,1,3674625,525825,1,342134,266768,341682.046875,213159.046875,0.13209827874458543,20.095721047876808
patents,1,14970767,3774768,1,15072180,7766075,15058009.703125,8607386.703125,0.09401623968795489,-10.833164798498599
pattern1,1,9323432,19242,1,2183608,439486,2025331.875,437035.875,7.248376311132768,0.557497849760857
pcrystk03,1,1751178,24696,1,85917,84404,84402.46875,82086.46875,1.7627841405076994,2.7457599758305293
pct20stif,1,2698463,52329,1,137877,131762,133625.453125,126490.453125,3.083579476634972,4.00080969854738
pdb1HYS,1,4344765,36417,1,212394,207386,207995.859375,203660.859375,2.0707461722082545,1.79623534134416
PFlow_742,1,37138461,742793,1,1855880,1810505,1852258.359375,1810504.359375,0.19514411626829323,3.5383774140364154e-05
pkustk03,1,3130416,63336,1,159604,152883,153730.25,146738.25,3.680202250570161,4.019250014717136
pkustk04,1,4218660,55590,1,236521,203638,208899.6875,197749.6875,11.678164940956618,2.891558795509679
pkustk05,1,2205144,37164,1,114396,106941,107708.125,103366.125,5.846248994720095,3.3428479254916263
pkustk06,1,2571768,43164,1,133474,124709,125725.625,120551.625,5.805156809565908,3.3336607622545285
pkustk07,1,2418804,16860,1,127082,114993,115985.4375,113381.4375,8.731812923938874,1.4014440009391875
pkustk08,1,3226671,22209,1,173546,153529,157398.203125,151250.203125,9.304620604911666,1.4842778074500584
pkustk09,1,1583640,33960,1,81392,77430,77937.125,74233.125,4.244735354826027,4.128729174738473
pkustk10,1,4308984,80676,1,222552,209985,211262.625,201983.625,5.072690876738919,3.8104507464818917
pkustk11,1,5217912,87804,1,273021,253440,256264.625,244589.625,6.1373941931206755,3.492098721590909
pkustk12,1,7512317,94653,1,434345,363337,403703.859375,352139.859375,7.054562761169117,3.08175072315784
pkustk13,1,6616827,94893,1,344659,320440,325346.765625,310163.765625,5.603287415967666,3.2069137358007738
pkustk14,1,14836504,151926,1,775689,712299,717870.125,695461.125,7.453873266218807,2.3638773885685644
pli,1,1350309,22695,1,67221,65427,65425.734375,63295.734375,2.670691636542152,3.2574711128433216
poisson3Db,1,2374949,85623,1,1423307,117342,1396313.734375,111325.734375,1.8965174502057531,5.127120404458762
power9,1,2512300,155376,1,164503,142045,142044.0625,117764.0625,13.652600560476099,17.093834700271042
PR02R,1,8185136,161070,1,419416,399058,418625.25,383678.25,0.1885359642932077,3.8540137022688428
pre2,1,5959282,659033,1,420506,351515,352334.34375,341126.34375,16.21181534865139,2.955394862239165
pwtk,1,11634424,217918,1,581798,566416,566861.625,545363.625,2.567278505598163,3.716769123753566
qa8fk,1,1660579,66127,1,88099,84042,84040.640625,77839.640625,4.606589603741246,7.38007112515171
qa8fm,1,1660579,66127,1,88099,84042,84040.640625,77839.640625,4.606589603741246,7.38007112515171
Queen_4147,1,329499284,4147110,1,16909095,16088725,16097318.9375,15834072.9375,4.800825014585346,1.5827982795404858
radiation,1,7637688,223104,1,1966432,392450,1673536.625,358016.625,14.894762442840637,8.773952095808383
raefsky3,1,1488768,21200,1,73072,71775,71775.0,69786.0,1.774961681629078,2.7711598746081507
raefsky4,1,1328611,19779,1,65425,64112,64276.640625,62278.640625,1.7552302254489873,2.8596196889817818
Raj1,1,1302464,263743,1,117707,87741,113503.0,61053.0,3.571580279847418,30.416794884945464
rajat21,1,1893370,411676,1,160161,131931,155870.71875,124138.71875,2.678730308876693,5.906330771388074
rajat24,1,1948235,358172,1,176094,127692,169246.515625,119991.515625,3.888539288675367,6.030514343106851
rajat29,1,4866270,643994,1,378858,323638,357758.40625,300449.40625,5.56926176826146,7.16497869533244
rajat30,1,6175377,643994,1,487945,386740,453124.796875,360842.796875,7.1360917982559515,6.69628254770647
rajat31,1,20316253,4690002,1,1511366,1392515,1511359.359375,1392471.359375,0.0004393790120989886,0.003133942901871793
ramage02,1,2866352,16830,1,140673,135939,136127.25,134360.25,3.231430338444478,1.1613664952662592
rgg_n_2_17_s0,1,1457506,131072,1,81494,81463,81461.59375,68320.59375,0.03976519743784819,16.132976013650367
rgg_n_2_18_s0,1,3094566,262144,1,171309,171004,171002.78125,145057.78125,0.17875228388467623,15.172872418189048
rgg_n_2_19_s0,1,6539532,524288,1,358946,357780,357778.5625,353608.5625,0.32524042613652193,1.165922494270222
rgg_n_2_20_s0,1,13783240,1048576,1,750939,747488,747486.375,747486.375,0.4597743624981523,0.0002173947942977011
rgg_n_2_21_s0,1,28975990,2097152,1,1567898,1559519,1559607.53125,1559518.53125,0.5287632709525748,3.005734460432993e-05
rgg_n_2_22_s0,1,60718396,4194304,1,3263772,3246218,3248270.8125,3246217.8125,0.47494700916608146,5.775952200375945e-06
rgg_n_2_23_s0,1,127002786,8388608,1,7627287,6749610,6764615.59375,6749608.59375,11.310331003015882,2.083453710658838e-05
rgg_n_2_24_s0,1,265114400,16777216,1,59213745,14014607,38168308.5,14014606.5,35.54147183225786,3.567706179702363e-06
rim,1,1014951,22560,1,49696,49693,49691.828125,47575.828125,0.008394790325177077,4.260503239892943
RM07R,1,37464962,381689,1,2013701,1812821,1911051.09375,1782482.09375,5.097574379215186,1.673574293876781
rma10,1,2374001,46835,1,118646,116359,116437.296875,111281.296875,1.8615908880198238,4.363824994198988
road_central,1,33866826,14081816,1,15123397,14823585,15086879.46875,14830039.46875,0.2414638143136757,-0.043541887809190556
roadNet-CA,1,5533214,1971281,1,728066,448436,689678.40625,447589.40625,5.272543114223161,0.1887880879322802
roadNet-PA,1,3083796,1090920,1,378737,250545,351452.9375,249476.9375,7.203960135925458,0.4262956754275679
roadNet-TX,1,3843320,1393383,1,456930,315448,420151.625,313927.625,8.0490173549559,0.48197325708199135
road_usa,1,57708624,23947347,1,9120591,6690187,8578207.75,6674410.75,5.946799390521952,0.23581179419947454
s3dkq4m2,1,4820891,90449,1,240097,234461,234460.265625,225979.265625,2.347690464687189,3.617545935144864
s3dkt3m2,1,3753461,90449,1,190061,184425,184424.484375,175943.484375,2.965635046116773,4.598896909312729
s4dkt3m2,1,3753461,90449,1,190061,184425,184424.484375,175943.484375,2.965635046116773,4.598896909312729
Serena,1,64531701,1391349,1,3563575,3242960,3366880.484375,3155363.484375,5.519584002721985,2.7011284636566595
ship_001,1,4644230,34920,1,233025,222032,226820.28125,217698.28125,2.6626837249222186,1.9518442161490235
ship_003,1,8086034,121728,1,423342,390447,392341.84375,379032.84375,7.322721641131756,2.9233561149144442
shipsec1,1,7813404,140874,1,402969,379463,386838.3125,366253.3125,4.002959905104363,3.48115297143595
shipsec5,1,10113096,179860,1,513707,490916,499361.375,474051.375,2.7925694997342845,3.4353382248694277
shipsec8,1,6653399,114919,1,343851,322655,326690.078125,311878.078125,4.990801793509398,3.340075893756489
Si34H36,1,5156379,97569,1,303067,250856,277595.265625,241705.265625,8.404654540085197,3.647803670233122
Si41Ge41H72,1,15011265,185639,1,855432,728481,779156.046875,703653.046875,8.91665884897923,3.4081812875009785
Si87H76,1,10661631,240369,1,643314,522300,598645.953125,499763.953125,6.943428384117242,4.314770605973579
SiO2,1,11283503,155331,1,1285994,549571,1272949.203125,528914.203125,1.014374629663902,3.7587130461760174
SiO,1,1317655,33401,1,75597,64633,71000.078125,61765.078125,6.080825793351588,4.43724084446026
sme3Db,1,2081063,29067,1,832304,99369,782455.828125,97549.828125,5.989178458231607,1.8307237418108264
sme3Dc,1,3148656,42930,1,1493831,150278,1438811.25,147593.25,3.683130822696811,1.7865223119817937
smt,1,3753184,25710,1,189006,178847,179738.5,175930.5,4.903283493645704,1.6307234675448847
soc-LiveJournal1,1,68993773,4847571,1,40424917,15873931,40169663.109375,16284103.109375,0.6314271235856835,-2.5839353174396438
soc-Pokec,1,30622564,1632803,1,27892572,5531088,27826927.6875,6328781.6875,0.23534693215096839,-14.422003184545245
sparsine,1,1548988,50000,1,278409,75735,274172.8125,72608.8125,1.521569884594248,4.1277975836799365
srb1,1,2962152,54924,1,147302,144361,144751.875,138850.875,1.731222250885935,3.8169069208442723
ss,1,34753577,1652680,1,2073354,1849217,2073352.921875,1846271.921875,5.199907975193816e-05,0.1592608182273903
Stanford_Berkeley,1,7583376,683446,1,562360,431170,530401.75,419661.75,5.682881072622519,2.669074842869402
Stanford,1,2312497,281903,1,2044625,126019,2041894.296875,108398.296875,0.1335552057223207,13.982576536077893
std1_Jac2,1,1248731,21982,1,62546,60530,61003.265625,58534.265625,2.466559612125476,3.297099578721295
std1_Jac3,1,1455848,21982,1,72160,70252,70711.875,68242.875,2.006825110864745,2.8598829926550136
StocF-1465,1,21005389,1465137,1,1413295,1121987,1306503.609375,1121985.609375,7.556199563785339,0.00012394305816377553
stokes,1,349321980,11449533,1,22640757,19434746,21423348.8125,18437906.8125,5.377064854766119,5.129159843406238
stomach,1,3021648,213360,1,202298,161645,166211.75,141639.75,17.838164490009785,12.376040087846825
struct3,1,1173694,53570,1,63362,60042,60041.90625,55016.90625,5.239881553612576,8.369297741580892
sx-stackoverflow,1,36233450,2601977,1,35835490,14580873,35811781.96875,16148852.96875,0.06615796588800656,-10.753676880321226
t2em,1,4590832,921632,1,335274,301600,301599.25,301599.25,10.043949128175761,0.0002486737400530504
t3dh_a,1,4352105,79171,1,216224,211431,216105.921875,204004.921875,0.054609166882492226,3.5122939043943417
t3dh_e,1,4352105,79171,1,216224,211431,216105.921875,204004.921875,0.054609166882492226,3.5122939043943417
t3dh,1,4352105,79171,1,216224,211431,216105.921875,204004.921875,0.054609166882492226,3.5122939043943417
TEM152078,1,6459326,152078,1,356138,317753,335440.90625,302780.90625,5.811537592169327,4.711865426919651
TEM181302,1,7839010,181302,1,434222,385712,409356.59375,367453.59375,5.72642709259319,4.733688931119592
test1,1,12968200,392908,1,769143,669723,670173.375,633281.375,12.867519433967416,5.441298118774478
thermomech_dK,1,2846228,204316,1,635951,152131,614315.9375,133416.9375,3.402001490680886,12.301281461372108
thermomech_dM,1,1423116,204316,1,560154,80774,547607.5625,66708.5625,2.2398193175448182,17.413322975214797
thread,1,4470048,29736,1,223062,213108,213990.5,209533.5,4.066806538092548,1.6773185427107384
tmt_sym,1,5080961,726713,1,335376,306302,306300.046875,306300.046875,8.669658271611565,0.0006376468322113469
tmt_unsym,1,4584801,917825,1,335105,300963,302149.546875,300961.546875,9.834366280717983,0.00048282513132843574
tn2010,1,1193966,240116,1,138647,79003,125544.15625,55967.15625,9.4505065021241,29.15818861309064
torso1,1,8516500,116158,1,562082,411841,417131.9375,399210.9375,25.788063396443935,3.066732671103654
torso2,1,1033473,115967,1,63021,59095,63019.046875,48444.046875,0.00309916535757922,18.02344212708351
torso3,1,4429042,259156,1,294450,234891,261265.34375,207611.34375,11.270047970793003,11.61375116543418
Transport,1,23500731,1602111,1,1348697,1348697,1348696.765625,1251794.765625,1.7377883987285505e-05,7.184878024863998
trdheim,1,1935324,22098,1,94423,92792,92791.3125,90718.3125,1.7280614892557957,2.2347696999741355
troll,1,11985111,213453,1,607634,584972,585915.078125,561802.078125,3.574342758140591,3.960859985606149
TSC_OPF_1047,1,2016902,8140,1,96257,95508,95542.28125,94542.28125,0.7425109342697155,1.0111391192360848
TSOPF_FS_b162_c3,1,1801300,30798,1,106534,87008,100704.9375,84435.9375,5.471551335723807,2.9561218508642884
TSOPF_FS_b162_c4,1,2398220,40798,1,141705,116651,141699.5625,112416.5625,0.0038371969937546313,3.6300053149994427
TSOPF_FS_b300_c1,1,4400122,29214,1,241672,209848,240813.71875,206255.71875,0.3551430244298057,1.71184917178148
TSOPF_FS_b300_c2,1,8767466,56814,1,480926,418721,479451.96875,410974.96875,0.30649855695054956,1.8499266217839563
TSOPF_FS_b300_c3,1,13135930,84414,1,740449,627638,738247.71875,615746.71875,0.2972900564387284,1.894608237550945
TSOPF_FS_b300,1,4400122,29214,1,241672,209848,240813.71875,206255.71875,0.3551430244298057,1.71184917178148
TSOPF_FS_b39_c19,1,1977600,76216,1,120840,99993,120814.0,92700.0,0.021516054286660046,7.293510545738203
TSOPF_FS_b39_c30,1,3121160,120216,1,190640,160570,190601.375,146304.375,0.02026070079731431,8.884365074422371
TSOPF_RS_b2052_c1,1,6761100,25626,1,320566,319841,320013.5625,316926.5625,0.172331906690042,0.911214478443977
TSOPF_RS_b2383_c1,1,16171169,38120,1,763560,762511,762651.546875,758023.546875,0.11897599730211117,0.5885099526433062
TSOPF_RS_b2383,1,16171169,38120,1,763560,762511,762651.546875,758023.546875,0.11897599730211117,0.5885099526433062
TSOPF_RS_b300_c1,1,1474325,14538,1,71127,70498,70907.984375,69108.984375,0.3079219213519479,1.970290823853159
TSOPF_RS_b300_c2,1,2943887,28338,1,141958,141141,141524.703125,137994.703125,0.30522892334352414,2.2291870363678874
TSOPF_RS_b300_c3,1,4413449,42138,1,212790,211780,212141.421875,206880.421875,0.30479727665773765,2.3135225823968266
TSOPF_RS_b39_c30,1,1079986,60098,1,58225,55905,58134.34375,50624.34375,0.15569987118935166,9.44576737322243
TSOPF_RS_b678_c1,1,4396289,18696,1,208637,208182,208368.046875,206076.046875,0.1289096013650503,1.0115923206617286
TSOPF_RS_b678_c2,1,8781949,35696,1,416610,415904,416080.859375,411653.859375,0.12701102349919588,1.0219042435273524
tsyl201,1,2454957,20685,1,123631,117008,118438.109375,115076.109375,4.200314342681042,1.6510756743128674
turon_m,1,1690876,189924,1,109223,98976,106184.8125,79259.8125,2.7816371094000347,19.920170041222114
twotone,1,1224224,120750,1,79901,68708,74875.5,57385.5,6.2896584523347645,16.479158176631543
tx2010,1,4456272,914231,1,970458,312210,916833.75,303295.75,5.525664170937846,2.855209634540854
uk-2002,1,298113762,18520486,1,18611992,17168658,17896278.59375,16841688.59375,3.8454422624402587,1.9044552361052334
uk-2005,1,936364282,39459925,1,46358325,46358322,46358322.71875,46358321.71875,4.920906870556691e-06,6.06687187685525e-07
va2010,1,1402128,285762,1,131237,94336,118255.75,84143.75,9.891455915633548,10.80419988127544
vanbody,1,2336898,47072,1,123996,113958,113975.09375,109542.09375,8.081636706022776,3.8750296161743805
vas_stokes_1M,1,34767207,1090664,1,2433482,1838729,2242509.828125,1793416.828125,7.847691985188303,2.4643202927130643
vas_stokes_2M,1,65129037,2146677,1,4549378,3456473,4302240.609375,3382054.609375,5.432333620661989,2.1530152448753395
vas_stokes_4M,1,131577616,4382246,1,8898861,7073270,8498673.75,6861787.75,4.497061477867786,2.9898795041048905
venkat01,1,1717792,62424,1,93005,86498,88017.5,80521.5,5.362614913176711,6.909408310018729
venkat25,1,1717792,62424,1,93005,86498,88017.5,80521.5,5.362614913176711,6.909408310018729
venkat50,1,1717792,62424,1,93005,86498,88017.5,80521.5,5.362614913176711,6.909408310018729
venturiLevel3,1,16108474,4026819,1,1703334,1354794,1677591.71875,1295022.71875,1.5112879358951328,4.411835397115723
viscorocks,1,1162244,37762,1,58025,58025,58023.1875,54480.1875,0.0031236535975872467,6.109112451529513
vsp_bcsstk30_500sep_10in_1Kout,1,4033156,58348,1,3694898,192704,3663838.1875,189054.1875,0.8406135297916207,1.8939993461474594
vsp_finan512_scagr7-2c_rlfddd,1,1104040,139752,1,220318,60800,217734.875,51751.875,1.1724529997548998,14.881784539473683
vsp_msc10848_300sep_100in_1Kout,1,2442056,21996,1,1716129,115849,1660853.375,114471.375,3.220948133852408,1.1891557113138655
water_tank,1,2035281,60740,1,104763,101102,101417.796875,95403.796875,3.1931150549335166,5.636093375996518
wave,1,2118662,156317,1,142782,114774,132286.28125,99312.28125,7.350869682452971,13.471447148308851
wb-edu,1,57156537,9845725,1,4125039,3853190,3993070.671875,3799096.671875,3.1992019499694426,1.4038583128524678
webbase-1M,1,3105536,1000005,1,393630,248569,380693.0,242191.0,3.2865889286893784,2.565887137977785
web-BerkStan,1,7600595,685230,1,473780,423786,452292.890625,418792.890625,4.535250406306725,1.1782148006305069
web-Google,1,5105039,916428,1,5289269,503886,5284331.703125,571261.703125,0.09334554311758392,-13.371219506991661
web-NotreDame,1,1497134,325729,1,140223,100727,136933.15625,96328.15625,2.3461513089864003,4.367094969571218
web-Stanford,1,2312497,281903,1,1864220,126019,1847843.296875,108398.296875,0.8784748111810838,13.982576536077893
wi2010,1,1209404,253096,1,130062,80934,117347.8125,56690.8125,9.77548207777829,29.95426829268293
wikipedia-20051105,1,19753078,1634989,1,15417531,3175387,15308048.53125,3247091.53125,0.7101167414549061,-2.258135189506035
wikipedia-20060925,1,37269096,2983494,1,31425245,10239370,31254508.875,10822845.875,0.5433088111166675,-5.6983571743183425
wikipedia-20061104,1,39383235,3148440,1,33373182,11226638,33197174.140625,11863914.140625,0.527393100768755,-5.676464678250069
wikipedia-20070206,1,45030389,3566907,1,38646159,13869700,38452361.484375,14641448.484375,0.5014664345426929,-5.564276692177913
wiki-Talk,1,5021410,2394385,1,3820388,1838401,3812558.59375,1944341.59375,0.2049374631581923,-5.762648831783708
wiki-talk-temporal,1,3309592,1140149,1,2161084,526975,2149342.125,526105.125,0.5433326515767087,0.16506950045068552
wiki-topcats,1,28511807,1791489,1,12719849,2754083,12413355.953125,2433856.953125,2.409565136150594,11.627320123431284
x104,1,10167624,108384,1,503329,486771,489168.375,476607.375,2.813393426565924,2.0879684697732612
xenon1,1,1181120,48600,1,63422,59922,61857.0,55365.0,2.467597994386806,7.604886352257935
xenon2,1,3866688,157464,1,208740,196014,203697.0,181251.0,2.4159241161253235,7.531604885365331
Zd_Jac2,1,1642833,22835,1,81585,79123,79502.796875,77007.796875,2.552188668260097,2.6733100678690143
Zd_Jac3,1,1916152,22835,1,94289,91946,92314.625,89819.625,2.0939611195367434,2.312634589867966
Zd_Jac6,1,1711983,22835,1,84613,82367,82744.203125,80249.203125,2.208640368501294,2.571171555355907
